fen,dataset_next_move,side_to_move,stockfish_bestmove,score_before,score_after,delta
rnb1kr2/3p1p2/1pp4p/PN2pn2/2P1PpPP/b3q3/PB1PB2N/1R1Q1K2 w q - 0 19,b5c7,white,d2e3,-37,-37,0
rnb1kb1r/3pnpp1/p3p2p/2pQ1q1B/8/N1P1P1PP/PP1P1P2/R1B1K1NR b KQq - 2 12,e6d5,black,e6d5,713,702,-11
1n1q1bnr/3bk1pp/rp1pp3/p1p2p1Q/P1PPPP2/N5PP/1P2NK2/1RB2B1R b - - 2 15,g8f6,black,g8f6,94,93,-1
rnb1kbr1/1ppp1p1p/p5p1/4p3/1P2nq2/2P2PPP/P1QPP3/RNB1KBNR b KQq - 0 10,f4g3,black,f4g3,99996,99997,1
rn3bnr/1pp4p/3NkpPB/pq1N4/3P4/7b/P1P1PPPR/RQ2KB2 w Q - 4 19,d6b5,white,d6b5,966,963,-3
rn3k1r/p2qnbp1/7p/2p1p3/3Ppp2/1QP2P1P/PPBK2P1/RNB3NR w - - 4 21,b3a4,white,b3a4,129,152,23
rnbqkbnr/1pp1pp1p/p2p4/8/8/PPP2N2/2QPP1PP/RNB1KB1R b KQkq - 0 6,f8g7,black,c8g4,-5,-5,0
rn1q1b1r/p2kn1p1/Pppp1p2/2P1pb1p/8/3PP1PB/1P1QNP1P/RNB2K1R b - - 2 14,f5h3,black,f5h3,499,508,9
rnb1k3/p2p1p2/2p5/2q3p1/4nP2/PPP3P1/1Q1P3r/RNBK2RB b - - 1 22,e4f2,black,e4f2,99995,99996,1
r2qk2r/p1p1ppbp/P1np4/Rp1b4/1P1NP3/6Pp/2PP4/1NBQKB1n w kq - 2 19,d4f5,white,d4f5,-350,-364,-14
1n3br1/r1k1p3/p3b1p1/Rp1pPp1p/1B1P3P/1PP1K3/P3B1n1/RNQ3N1 w - - 0 23,e3f2,white,e3f2,556,535,-21
rn2kbn1/5ppr/pq1pbB1p/1pp1p3/1P2P2P/1NN3P1/P1PP1P2/R1Q1KB1R b KQq - 0 11,g8f6,black,g8f6,384,372,-12
r4b1r/pn2pnpp/2p3k1/Qp1p1pN1/3P1K1B/PP4PB/2P1PP1P/RN5R b - - 0 21,b7d6,black,f7g5,-660,-685,-25
rnb1kb1r/p1p1q1p1/1p1ppn2/2B2pp1/2P2P2/1P6/P1QPP2P/RN2KBNR b KQkq - 1 9,c8b7,black,c8b7,548,553,5
r3qbn1/4ppr1/2np2P1/p3kb1p/P5PP/4K2B/RPP1P3/2BQ2NR b - - 4 21,h5g4,black,h5g4,325,324,-1
r3kbnr/2pqpp1p/bpn3p1/P3N3/3p4/2NPP1PP/PBP2P2/R2QKB1R w KQkq - 5 11,e5d7,white,e5d7,620,636,16
r1b1qb1r/1ppnpkp1/p4n2/P2p1p1p/1R3P2/1P4P1/2PPP1BP/1NB1QRKN b - - 13 13,e7e5,black,e7e5,145,138,-7
rnbqkb1r/p1p1ppp1/1p1p4/5nN1/5Pp1/1PP5/PBQPPK1P/RN3B1R b kq - 2 9,f7f6,black,f7f6,288,314,26
rqb2b1r/1p2k3/p1Bp1ppp/4pP2/4N1QP/PPn3P1/1B2NP2/1R3K1R w - - 0 24,g4g6,white,g4g6,614,631,17
1rbk1bnr/p7/1n6/1Pp1pp1p/1PPp3K/2N1p1PN/1B2P2P/R4B1R b - - 8 25,g8e7,black,c5b4,488,481,-7
rnb3n1/1p1kb3/p2qpp2/6pr/P1p1P2P/7N/1PPP1PP1/RNB1KR2 b - - 3 14,g5g4,black,g5g4,848,814,-34
r1b2b1r/pp2n2p/4kp2/2pp2p1/2Pn1PP1/7N/q2PB2P/R1B1K2R w KQ - 1 20,a1a2,white,a1a2,-608,-592,16
2rqkbn1/3n1pp1/1p1pp2r/pNp5/2P1P1p1/1PBb1PP1/P1QP4/1R1K4 b - - 7 24,h6h1,black,h6h1,99999,100000,1
r1b1kbn1/p1qppppr/n7/1Pp4p/P4P2/2N3PP/1P1PP3/R1BQKBNR w KQq - 2 10,b5a6,white,b5a6,464,449,-15
rn1qkbn1/pb3p1r/1p2p3/2B4p/P3p1p1/2PP1QPN/1P2KP1P/RN3B1R b q - 0 13,e4f3,black,e4f3,879,910,31
rn2kb1r/p1p2npp/bpq2p2/4p3/1PpP2P1/P4N2/N3PPBP/R1BQ1RK1 b kq d3 0 13,a6b7,black,a6b7,-112,-102,10
1nb1k2r/1r5p/2p1p2n/bp4p1/p1PpP1P1/PPNP4/3B1P1P/1R2KB1R b k - 1 20,d4c3,black,d4c3,769,770,1
1r1qkbn1/p1p1pppr/2npb3/1p5p/P7/3PKP1P/1PP1P1P1/RNB1QBNR w - - 1 8,a4b5,white,a4b5,44,49,5
rnb1kb2/p3ppp1/7n/3p1Q2/RPq1PPPr/2P5/7P/1N2KBNR b K - 0 15,c8f5,black,c8f5,531,600,69
1r1qkbnr/2p5/1Q1pPp1p/p1nb2P1/1p1N2P1/4P3/PPP2P1N/R1BK1B1R b k - 1 19,b8b6,black,b8b6,567,599,32
3qkbnr/p4pp1/2rpp2p/1pp2b2/Nn6/1PKP4/PBPNPPPP/R3QB1R w k - 0 13,d2c4,white,d2c4,-422,-452,-30
r3k2r/1ppb1np1/p3p3/N1bp2qp/PnQ1P2P/3P2P1/R4P1R/1NB1KB2 w - - 1 21,c4c5,white,c4c5,236,193,-43
1nqk3B/r2p4/3b3r/p1pnPp1p/PP3P1P/3P1K1N/b7/1N1Q1B1R w - - 3 23,e5d6,white,e5d6,-357,-384,-27
rn1k1b2/pp1b4/2pp2pB/P3p2p/P2P1pP1/NR3P2/2PKP2P/3Q1BNR b - g3 0 13,f8h6,black,f8h6,-776,-809,-33
rnbqkb1r/p2ppp2/1p4pn/2p4p/3P4/4B3/PPP1PPPP/RNQ1KBNR b KQkq - 3 6,h6f5,black,d7d5,104,116,12
r1b1qknr/1pp1b3/1P5p/3p1pp1/3p2P1/RNBn3P/2PKPP2/3Q1BNR w - - 1 20,a3a8,white,a3a8,-162,-152,10
rnb1kb1r/p1pp1ppp/5q2/1p2p1P1/4n3/2PP4/PP1BPP1P/RN1QKBNR b KQkq - 0 6,f6f2,black,f6f2,99999,100000,1
r1Bq1bnr/n5kp/2ppp3/4P1p1/p7/2P3PP/PP1PKP2/RNB3NR w - - 0 14,c8e6,white,c8e6,-571,-526,45
5k2/p2bnp2/pr2pbpr/2pP2P1/3PP2p/P1B3Q1/3N1KPP/R5NR w - - 8 22,g3f4,white,g3f3,711,706,-5
rnbq1bnr/p1pkp2p/3p1pp1/1p6/2P4P/1P1PB3/P2NPPP1/RN1QKBR1 w Q - 5 10,c4b5,white,g2g4,132,139,7
r1b1kbnr/2pp2qp/2n5/pp3pp1/1P2p3/2PP1PPP/P2KP3/RNBQ1BNR b kq - 1 10,a5b4,black,a5b4,339,328,-11
r2qk2r/3pnp2/2b2bp1/pp2P1p1/PPB1P2P/N1B1n1PR/2PP4/R2QK3 b kq - 0 21,e3d1,black,e3d1,548,522,-26
rn2k1nr/1pp1pp1p/4b1pb/p4Pq1/1NP5/1P5N/P2PP1PP/R1BQKB1R w KQkq - 1 9,h3g5,white,h3g5,590,591,1
r3b1nr/ppp2kpp/n7/5p2/8/NP1N3P/P1PPBbP1/1RBK3R b - - 0 16,f2g3,black,f2g3,-177,-190,-13
rnb1k3/p4r1p/1p1p2pn/2p2p2/P3P3/1P2Pq2/2P2NP1/1NBQKBR1 b - - 1 22,f3d1,black,f3d1,242,290,48
rnbqk2r/pppp1np1/1b3p2/7p/NP2Pp2/3P3P/P1P2PP1/R2QKBNR w KQkq - 3 9,d3d4,white,g1e2,-371,-370,1
2rqN1n1/1pp1krb1/p6p/1bPpp1p1/nP1P1Q1P/4P1P1/4NP2/R1B1KB1R w K - 1 21,f4g4,white,f4g4,-227,-219,8
rn2kb2/p2pq2p/bp2rn2/2p1pPP1/PPP1N2P/B7/3P2PR/RN1QKB2 w Qq - 7 17,g5f6,white,g5f6,553,580,27
1rbq1kr1/1pp3pp/p1np1p1n/3Pp3/Nb6/P6P/1PPQPPP1/R3KBNR w - - 2 13,a3b4,white,a3b4,30,15,-15
r1b2bnr/pp1npkpp/1qpp4/8/8/N1PP4/PP2PPPP/R1B1KBNR w KQ - 1 6,e2e4,white,g1f3,-571,-587,-16
r3qbr1/1pp4p/p1k1BP2/3p3b/PP6/B1Pn1N1P/3PKPP1/R2Q2NR w - - 3 22,e2f1,white,e2f1,494,505,11
r2qkb2/p1ppp1rp/Q3b3/2P1np2/4P3/4B3/PP3PPP/RN2KB1R w Qq - 2 16,b1c3,white,e3d4,121,110,-11
r1b5/3pnp1p/5krb/Ppp3p1/2Pp1P2/3QP1PN/P3B2P/1RB2K1R w - - 3 24,e3d4,white,e3d4,803,741,-62
rnk3nr/2q1pp1R/p3b2b/1pppNPpB/1PPPP3/4Q1K1/P5P1/R1B3N1 b - - 3 19,h8h7,black,h8h7,256,299,43
r1b1kb1r/pp1p1ppp/1qn4n/2p1p3/5P1P/6PB/PPPPP3/RNBQK1NR b kq - 3 7,d7d5,black,d7d5,233,226,-7
1r2k2r/pbpqppb1/2n4p/Np1P4/1P1PnPpP/B1P2Q2/P4NP1/R3K1R1 b Qk - 0 18,c6a5,black,g4f3,637,651,14
3qk1nr/1p1bb3/r1npppNp/5P2/pPNP2p1/8/P1PBP1PP/R2QKBR1 b k - 3 19,c6d4,black,c6d4,-267,-275,-8
r2qkbnr/nPp1p2p/8/pN1p4/5pbP/8/1PPPP3/RNBQKBR1 b Qkq - 2 12,a8b8,black,a8b8,-300,-305,-5
r2q1bnr/p1pkpppp/1p1p4/8/1n5P/2PbP3/PP3PP1/RNBK2NR b - - 0 12,b4c2,black,d3c2,892,857,-35
r2qk2r/p1n4B/4b2b/2p3pP/2pP1p1Q/P3P3/1P3K2/RNB3NR w - - 2 21,h7g6,white,h7g6,57,47,-10
rnb1k2r/p1p5/4Bppn/2B5/2P1P3/1P2K1Pp/P2PN2P/R2QR3 b - - 2 20,c8e6,black,c8e6,-553,-548,5
1nb1r3/r1pp1k2/pp2pnpp/2b1Pp2/1PPP2PP/P6B/Q5KR/R1B5 w - - 1 26,b4c5,white,b4c5,511,509,-2
1nb3k1/r5p1/2pp4/pp2p1P1/1PN1Pp2/P1Q1PK1B/2P5/b5N1 w - - 2 24,c3a1,white,c3a1,495,533,38
rn5b/p3pk1r/1p2bp1n/1Pp5/P5qp/2PP2P1/1BK1P2P/RNQ2BNR w - - 2 21,f1h3,white,f1g2,341,347,6
rnbk2nr/Np1p1ppp/8/4p3/qb3PP1/4K2P/PPQ1P3/RNB2B1R b - - 4 14,a4c2,black,a4c2,759,796,37
r1bq1rn1/1pbp1p1N/4k3/p3n3/PP3P2/Q1pB2P1/2PPP1RP/RN2K3 b Q - 0 17,e5d3,black,e5d3,-8,-25,-17
rnb1q2r/p2k3p/6p1/1p1Pp3/P1K1np2/b3P2N/1PP2P1P/R1BR2Q1 w - - 0 19,a4b5,white,a4b5,-368,-398,-30
rnb1kbn1/4q3/p3pppr/1ppp3p/PPPPNB2/R5PN/2Q1PP1P/4KB1R w Kq - 0 12,c4d5,white,e4d6,430,393,-37
1n2k1r1/rpqb2p1/p1p1ppN1/4pP1Q/P1Bb2P1/N7/5K2/R1B4R w - - 0 21,f2g2,white,f2g3,310,362,52
r1b2bn1/p1kppp2/n2r4/1p4pp/P2P1P1P/1PB2NP1/2qQPK2/R4B1R w - - 2 21,d2c2,white,d2c2,646,636,-10
r1bqk1nr/1p2bpp1/1p5p/3pp3/Pp6/N2P1PPP/QB1PP3/4KBNR b Kkq - 1 14,b4a3,black,b4a3,577,553,-24
rn5r/p1n1pk1p/Bp1pb1qb/N1p3p1/PPP1PN2/3Q2p1/3P1PPR/2B1K3 b - - 0 19,g3h2,black,g3h2,771,763,-8
r1bq2nr/1p1pk3/n6p/p1p1pp2/P1N1N2R/3P1PP1/RPPBP3/3QKBb1 w - - 3 18,e4d6,white,e4d6,329,351,22
rnb3nr/1p1pk1b1/2p2p1p/p2Np1p1/PP2P2P/2NP4/2PQBqP1/2RK3R b - - 1 21,e7d8,black,c6d5,307,256,-51
2r1kbnr/p1q4p/b1np4/1pp1ppp1/1P2BP2/2B1P1P1/P1PPN2P/RNQ1K2R b KQk - 9 13,f5e4,black,f5e4,386,373,-13
rk3bnr/p3p1p1/n1b4p/Bp1PP1P1/3p1P2/N4P2/PP2B1R1/1R1QK1N1 w - - 1 21,d5c6,white,d5c6,1176,1201,25
r1bk1bnr/pp1p1p2/6p1/2pn4/2P5/N2Q2Pp/PP1BP1BN/3RK2R b K - 1 15,h3g2,black,h3g2,-477,-488,-11
rnbqk1n1/pppp1pb1/6pr/4p1B1/PPP3p1/2NP4/R2QPP1P/4KBNR b Kq - 5 11,f7f6,black,f7f6,-118,-105,13
1nb2b2/3p1k2/r2r4/2N1p1p1/pPPp3P/P3PP2/1R1N3P/2BBK2R b - - 0 25,f8e7,black,g5h4,-607,-559,48
rnb1k1nr/pp1p3p/1bp2p1q/1Q2P1p1/5B2/2P1PP2/PP4PP/RN2KBNR b kq - 0 14,c6b5,black,c6b5,626,607,-19
rnbqk2r/bppp2p1/7n/p3pp2/3PPP2/3Q2PB/PPP4P/RN1K2NR b kq - 2 11,d7d5,black,e8g8,417,401,-16
r1b1kb2/p3n1r1/BN1ppp1p/6p1/3p1PPP/2Q1P2N/PPK5/R1B4R w q - 1 23,a6b5,white,c3c8,699,693,-6
rn3knr/2q2p1p/p6b/1pppp1p1/P1NP4/2P4P/1P2PPB1/R2QK1NR w KQ - 0 13,a4b5,white,c4e5,244,248,4
rnb2b1r/2ppk1pp/1p2pq1n/pN3p2/4P3/P2PB3/1PP1KPPP/1R1Q1BNR w - - 6 11,g1f3,white,g1f3,279,251,-28
r1b3nr/p7/n1pqkppp/1N1pp3/2P1P1P1/B7/P2PBK1P/R1Q2RN1 b - - 0 16,d6d7,black,d6d8,-625,-672,-47
4k1nr/4b3/5p1p/2Pppb2/3nPP2/3P2pN/PQ4PR/RNBK1B2 b - - 0 25,g3h2,black,g3h2,-390,-421,-31
r1bq1b1r/p3pk1p/5ppn/1p1pn2P/1Pp2P2/N5P1/PBPPP3/1R1QKBNR b K - 0 12,e5g4,black,e5g4,149,154,5
4rQr1/pp3b1p/2p2kPn/5p2/1P2PK2/N5R1/q2N1PP1/1RB1nB2 w - - 1 26,f8d6,white,f8d6,595,696,101
rn1qkbnr/pp1bppp1/3p3p/2p5/Q1PP4/P7/1P2PPPP/RNB1KBNR w KQkq - 0 6,a4d1,white,a4d1,-72,-72,0
rnb2bnr/pp1pp1k1/1P3p1p/2pq4/4P1Pp/2NP1P2/P1PK3P/R2Q1BNR b - - 0 11,d5f7,black,d5f7,305,289,-16
rnb1kb1r/3q3p/1ppp1p1n/p5p1/7P/3BP2N/PPQP1PPR/RNBK4 b kq - 1 10,g5g4,black,g5g4,152,145,-7
1rbqkbn1/p1n1p1p1/r7/1NKp2Pp/PP1PPp1P/5P1R/2PQN3/R1B2B2 b - - 2 23,c7e6,black,c7e6,99999,100000,1
r2qkbr1/2pnppp1/8/pP6/b2p2P1/R1Q1BP2/1P1KnN1P/1N3B1R w q - 0 23,c3d3,white,c3c6,-217,-240,-23
rnbqk1nr/p1p1p2p/1p4pb/3p1p1P/6P1/8/PPPPPPB1/RNBQ1KNR w kq - 1 6,h5g6,white,g4g5,172,169,-3
1rb2bnr/q2k2p1/p7/3PPP1p/1p4pP/PPN3P1/8/1R1QKBNR b - - 0 23,b4c3,black,a7e3,234,232,-2
r1bqkb1r/pp1pN2p/2p2pp1/n3pn2/4P2P/5P1N/PPPPK1P1/R1BQ1B1R b kq - 0 10,f5g3,black,f5g3,569,561,-8
rn2kbr1/p1pqppp1/1p1p3n/5b1p/PP4P1/2P4P/R1QPPP2/1NB1KBNR w Kq - 1 8,g4f5,white,g4f5,501,476,-25
rn1kq1rb/pb3p1p/5Np1/1p5P/2P1p1n1/1P2p2N/P2K1PP1/R1B2B1R w - - 0 24,f2e3,white,d2c2,-776,-803,-27
r3kb1r/p5pp/n6n/1ppNpb2/8/4P2P/PPPP1KPR/R1B3N1 b kq - 1 16,f5c2,black,f5c2,589,570,-19
1nbk1r2/1r1p4/2p3pp/1pP1p3/p5pP/P3P1K1/BP2NR2/RqB5 w - - 0 26,f2f8,white,f2f8,537,519,-18
2br4/4k1pp/rppppp1n/pBb5/1P1NP2P/P3NPP1/2Pq4/1RB1K2R w K - 0 19,c1d2,white,c1d2,141,164,23
rn1qkbnr/p2Nppp1/b6p/1ppp4/1P6/8/P1PPPPPP/R1BQKBNR w KQkq - 0 6,d7c5,white,d7c5,183,187,4
1rb1r3/pp1k2p1/n4p1p/2p3BP/5QP1/4N1R1/PqP1PP2/RN2KB2 b Q - 1 20,b2a1,black,h6g5,-22,-369,-347
r1bqkbnr/p2ppp2/npp5/3N2pp/2P1PP2/4K3/PPQP2PP/R1B2BNR w kq - 0 9,d5c3,white,d5c3,-155,-154,1
1n3knr/5q1p/rp1p1pp1/p2p4/1p1P4/PPP1PN2/R2KB1PP/1bB3bR b - - 0 25,b4c3,black,g1e3,796,731,-65
1rb1k2r/3np2p/pp6/2p5/P1P2BN1/R2PP1P1/1P6/1Nn1KBR1 w - - 0 25,e1d2,white,f4b8,602,648,46
r1b2knr/p4p2/4Bqpp/1p6/1P3BPP/P1PP2nN/R3P3/1NKQ3R w - - 1 24,e6b3,white,e6b3,570,614,44
1n1qkb1r/1p3ppp/r1p4n/p2p4/BP2Pp1P/5Q2/P1PP1PbR/RNB1K3 w Qk - 0 11,h2g2,white,h2g2,-306,-287,19
r4b1r/1p3p1p/n1p1k1p1/p2p2B1/3Pp1PP/6N1/P1b1P3/1R1QKBNR b K - 4 21,c2d1,black,c2d1,-391,-373,18
rnbq1k1r/2ppnpbp/4p1p1/pN6/2P3P1/5N1P/PP1PPPB1/1RBQK2R b K - 0 12,h7h5,black,h7h5,-153,-145,8
3rkb2/2p1pppr/p7/np1N3p/2pP4/NPK1P2B/R4PPP/1bBR4 b - - 0 25,b5b4,black,b5b4,-28,-37,-9
rn3rk1/3b2bp/3ppp1n/pp4pP/P4P2/N1P4R/QP1PP1P1/2B1KBq1 w - - 0 15,a3b5,white,a3b5,-546,-559,-13
r2qkbnr/pp6/2p2p1P/P3p3/Q2p3P/3n4/bP1KP1P1/1NB2BNR w kq - 0 14,a4a2,white,e2d3,-464,-468,-4
1nb1qbkr/2ppp2n/7r/pp5p/NP2Pp1p/P4PPP/2PP4/R1BQKR2 w - - 0 18,g3f4,white,a4c3,-497,-542,-45
r1bq1bnr/p1pk2Bp/5p2/1pnp4/P2PpP2/7N/1PPNP1PP/1R1QKB1R w K - 0 10,g7f8,white,g7h8,393,386,-7
1r1k3r/4n1Rp/ppbP3b/4ppQ1/1P5P/8/P1K2PP1/R1B2BN1 b - - 2 21,c6a4,black,c6a4,-641,-697,-56
rnq1k2r/1p2np1p/pP2p2b/3p4/NRp2Pp1/P5P1/2bPP2P/2BQKBNR w Kkq - 1 19,d1c2,white,d1c2,191,204,13
rn3r2/pb1pppkp/2p2npb/q7/P1B4P/1pN1PP1R/R2PKNP1/2BQ4 b - - 0 14,b3a2,black,b3a2,393,397,4
rnb1kb2/1n2p1pr/pq1p4/2p4P/3PPpp1/p1P2P1B/1P5N/RNB2KR1 b q - 2 23,a3b2,black,a3b2,967,918,-49
r4knr/p1n3pp/B1p5/6q1/pb2p2B/N1R1pNPP/1PP2P2/5K1R w - - 1 20,f3g5,white,f3g5,-234,-228,6
rnb1k2r/1ppp1ppp/4p2n/p5q1/P2P1P1P/b1N5/1PP1PKP1/R1BQ1BNR b kq - 0 8,h6g4,black,h6g4,-432,-427,5
4k2r/rBq1ppbN/b7/p1p2P2/N2p1PP1/PPP3Q1/3P3P/1RB1K2R w - - 5 24,b7a6,white,b7a6,533,535,2
Qnb2br1/2k1p1p1/p4n2/Pppp4/1P3pp1/3P1P2/1RP4P/2BNKBNR b K - 5 24,b8c6,black,e7e5,-605,-605,0
rn1qkb1r/p2pp3/1Bp3pp/6pn/1P2PP2/3K3P/P1P3P1/RN1Q1BR1 w kq - 1 13,b6d8,white,b6d8,512,481,-31
rnb4N/3p3p/1pk4b/p1p1pnp1/1Q3P1P/P2P2P1/1PPBKP2/1R1N1B1R b - - 3 20,a5b4,black,a5b4,-549,-565,-16
r1b1q1n1/pp1nb1pr/2pp1pk1/4P3/1P2PPP1/1QPK3p/P6P/RNB2BNR b - - 0 16,h7h4,black,h7h4,-206,-222,-16
rn3bnr/3qp2k/2p2pp1/1Q1p1b1p/pP1PPP2/2P1KNPP/PB1N4/1R3B1R b - - 1 19,c6b5,black,c6b5,438,403,-35
rnb1kbnr/p1p2ppp/4p3/1p1pq3/4P2P/2N3P1/PPPPBP2/R1BQK1NR b KQkq - 0 6,d5e4,black,d5e4,-103,-113,-10
r1bqk1r1/p2p3n/npp3p1/4pp1p/1bPP3P/NP1KP3/PB3PP1/4RBNR b q - 3 15,b4e1,black,b4e1,863,834,-29
rnbqkb1r/1pppp2p/5p2/p5p1/5P2/1P2P2N/P1P1Q1PP/RNB1KB1R w KQkq - 0 7,e2h5,white,e2h5,99999,100000,1
1n1k3r/r2b2b1/B1p3np/1p1pPp2/1p1p2P1/2P1Q2P/P2B1P2/RN2K1NR b Q - 0 25,d4e3,black,d4e3,451,460,9
r1bqkbnr/p1pp3p/1p2p3/5pp1/3N1B1n/P1NP2P1/1PP1PP1P/R1KQ1B1R b kq - 0 9,g5f4,black,g5f4,229,225,-4
r1r5/1p1kpp1n/1q1N2pb/2pP3p/p1B2PN1/P3P3/2PB2PP/R3K2R w - - 3 26,d6c8,white,d6c8,159,140,-19
rn1q2nr/p3pk1p/2p2p1b/Qp1p4/PP1P2Pp/1N3b2/1RP2P1P/B3K1R1 b - - 5 21,d8d6,black,d8a5,635,637,2
2r1q1nr/pb3kbp/B2P4/n3p1P1/1pp3P1/P3Np2/2RPN3/2BQK1R1 w - - 1 26,e2g3,white,e2g3,98,229,131
r1bqkbnr/p3p3/n1p3pp/P2p4/1pPPPPp1/8/1P4PP/RNB1KBNR w KQkq - 0 10,c4d5,white,e4e5,-631,-644,-13
r2qkbnr/ppp1pp1p/2np4/6p1/2P5/5P1b/PPNPPKPP/R1BQ1BNR b kq - 2 7,h3d7,black,h3d7,1,-15,-16
1rbqkbnr/p1pppp1p/8/1p2n1B1/P6P/3P3R/1PP1PPP1/RN1QKBN1 w Qk - 0 6,d3d4,white,d3d4,266,252,-14
1rbqkb1r/2p1pppp/2np4/pp1Q4/6nP/P1P5/1P1PPPPR/RNB1KBN1 b Qk - 1 8,g4h2,black,g4h2,413,411,-2
r1q1k2r/pbpp1p2/2nb1npp/3PN3/1p2PP2/PP1B3P/2PBN1P1/1R1QK2R b Kkq - 0 15,c6e5,black,c6e5,-264,-247,17
rb2k1nr/p2n2p1/1p3p1p/1P2p3/2q1b1PP/P2NPP2/3P3K/R1B2BR1 w - - 0 26,f3e4,white,d3b4,-607,-642,-35
r1q1kb2/2p1ppr1/3p1n2/pp2PNPb/4P3/1PN5/P1PPB3/R1BQK3 w Qq - 2 16,f5g7,white,f5g7,393,483,90
2r1kbnr/p1p2pp1/b2pp3/1p5p/2NPP3/2QB1P2/PP1PK1Pq/R1B3NR w k - 0 14,h1h2,white,h1h2,679,684,5
rnb1kb2/1p2pp1r/3p1n2/p1q3B1/4P2p/PPPK1P1P/1Q4P1/RN3BNR b q - 0 14,c5g5,black,c5g5,505,483,-22
1nbq1b2/r1p1p1rp/1p3kpn/3p1p2/PpP2P2/2NP1NK1/Q3P1PP/1RB2B1R b - - 1 17,b4c3,black,b4c3,279,303,24
r1b4r/1Qqn1pb1/2Npkn2/p5p1/PPp5/4PB2/1BPP1PPP/RN2K2R b KQ - 1 15,c8b7,black,c8b7,490,507,17
1n2kb1r/r3p3/2q1bp2/BPp3pp/2PPp1PP/1P3P2/4P1B1/nR1K2NR b k - 0 21,c6d7,black,c6d6,697,705,8
1nb3nr/r1qBkN1p/5p1b/p1p5/Q3p1P1/2P1P2P/PP1P1P2/RNB1K2R w Q - 0 13,d7c8,white,d7c8,446,442,-4
1n4nr/rb3kb1/pq2pp2/1N2B1p1/1PpP1PPp/3QK3/P3P2P/1R3BNR w - - 9 22,b5d6,white,b5d6,-373,-368,5
rn2kb1r/p2bppp1/8/1P1p3Q/4n3/R3P1PN/1PPP2PP/1NB1KB1R b Kkq - 1 15,h8h5,black,h8h5,-367,-372,-5
r1b1kbnr/2p1pppp/p1npq3/1p3P2/3P1B1P/P7/1PP1P1P1/RN1QKBNR w KQkq - 1 7,f5e6,white,f5e6,676,661,-15
3qkb1r/pr1bp1p1/2P2n2/Pp3pNp/1P3P2/Rn4P1/1B1PP1BP/1N1QK2R b - - 2 16,b7c7,black,b3d2,-687,-720,-33
1rbqkbnr/2ppp2p/2n2p2/p5Pp/1p6/1PN1P3/P1PPNP2/R1BQKB1R w KQk - 0 9,c3d5,white,c3d5,246,230,-16
r2qkbQ1/p3p2p/n2p1p2/3p2p1/Pp1P3P/4PN2/1PP3P1/R1BK1B1R w - - 1 15,f1b5,white,f1a6,918,869,-49
1n1r1bn1/pP1b2p1/2pp2kr/3P1p1p/1P3B1P/4pP2/1RP1P1PN/1NQK1B1R b - - 2 22,g6h7,black,g6h7,-769,-769,0
2bqkb1r/1r2pp2/p1p1p2n/4P1pp/1P6/2PP1KPQ/P4P1P/R1B3NR b k - 0 16,g5g4,black,g5g4,752,758,6
r1bqkbnr/2ppp3/p6p/4npp1/1pPP4/PP6/3KPPPP/RNBQ1BNR b kq - 0 9,e5g6,black,e5g6,34,29,-5
r4q1r/p1p1npk1/bNp3pb/4p1Np/P1P2P2/7P/3PP1P1/R1BQKB1R b KQ - 0 15,a7b6,black,a7b6,25,60,35
r3kbnr/2qnp1pp/p3b3/1pPp1p2/P1P2P1P/1P2B2R/4PKP1/RN1Q1BN1 w kq - 1 15,c4d5,white,c4d5,209,219,10
1rb2k2/p2pp2p/1p6/1n3pQ1/1NP3nP/N5PR/P1K1PPB1/q7 b - - 0 20,a1c3,black,a1c3,99998,99999,1
r1b2k2/pp1Qn3/1r5b/2pppp2/1BP4p/q1N1PP2/1P4BP/1R3KNR w - - 0 24,d7d8,white,d7d8,578,577,-1
rnB1k2r/p1pp1ppp/4pn2/3q4/P1P2N2/4P1P1/P2P1P1P/RN1QKR2 w Qkq - 3 12,c4d5,white,c4d5,814,826,12
1rb2knr/3pp2p/p1n4b/1p1P1pp1/1PpPP1P1/B3QPK1/P6P/RN3BNR b - - 1 19,f5f4,black,f5f4,-339,-363,-24
rnbk1bnr/pp2pppp/2p1Q3/2qp4/8/P1P2P2/RP1PP1PP/1NB1KBNR b K - 1 9,c8e6,black,c8e6,736,707,-29
r1bqk1nr/ppppb1p1/n4B2/P3p2p/3P3P/6PB/1PP1PP2/RN1Q1KNR w kq - 1 10,f6g7,white,f6g7,468,460,-8
r1q2b2/p2npkrp/bp3p1n/6p1/2Pp1P2/1P1Q3P/P2K2P1/R1BN1BNR b - - 6 17,d7c5,black,g5f4,464,457,-7
r1b1kbnr/1p2pp1p/p1np3B/3q4/NPp3P1/5N2/P1PPPP1P/R2QKB1R b KQkq - 4 8,f8h6,black,f8h6,103,105,2
r2Bk3/1b4p1/2npP2p/1Bp2r2/p2P4/6P1/PPP4P/RQK1b1NR b q - 2 24,e8d8,black,e8d8,-440,-466,-26
rnq1kbnr/1pp1pQ1p/p2p2p1/8/2P3b1/1P5P/P2PPPP1/RNBK1BNR b kq - 4 8,e8f7,black,e8f7,497,488,-9
r3k2r/2ppnp1Q/1pP3p1/p3p1bp/1PP5/2N2PP1/P1R2B1P/5KNR b kq - 2 19,h8h7,black,h8h7,-484,-473,11
